sub_category,product_name,salt_composition,product_price,product_manufactured,medicine_desc,side_effects,drug_interactions
All Other Antineoplastics,ACTEMRA 400 MG INJECTION,Tocilizumab (400mg),,Roche Products India Pvt Ltd,"ACTEMRA 400 MG INJECTION is a medicine used to treat various inflammatory conditions of the joints (rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis), skin (psoriasis), and bowel (ulcerative colitis, Crohn’s disease). It reduces swelling in these conditions by blocking TNF alpha.ACTEMRA 400 MG INJECTION is given by a healthcare professional and should not be self-administered. You should use it regularly and at the same time each day to get the maximum benefit from it. Continue using it as recommended by your doctor and complete the dose even if you feel better.The most common side effects seen with this medicine include headache, high blood pressure, upper respiratory tract infection, increased liver enzymes, and nasopharyngitis (pain or irritation in the throat). Consult your doctor if any of the side effects persist or bother you. Your doctor may be able to help with ways to reduce or prevent these symptoms. You may also be more prone to infections when you are being treated with this medicine. Tell your doctor right away if you develop any symptoms of an infection like fever, cough, rash, loose stools, or flu-like symptoms.To make sure the medicine is safe for you, before taking it, let your doctor know if you have any problems with your heart, kidneys, or liver. You should also tell your doctor about all the other medicines you are taking. While on treatment with this medicine, your doctor may monitor your blood counts by taking regular blood tests to make sure the medicine is not affecting your blood counts. It is important for pregnant and breastfeeding women to ask the advice of their doctors before taking this medicine.","Headache,High blood pressure,Upper respiratory tract infection,Increased liver enzymes,Nasopharyngitis (inflammation of the throat and nasal passages)","{""drug"": [], ""brand"": [], ""effect"": []}"
All Other Antineoplastics,ACTEMRA 200 MG INJECTION,Tocilizumab (200mg),,Roche Products India Pvt Ltd,"ACTEMRA 200 MG INJECTION is a medicine used to treat various inflammatory conditions of the joints (rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis), skin (psoriasis), and bowel (ulcerative colitis, Crohn’s disease). It reduces swelling in these conditions by blocking TNF alpha.ACTEMRA 200 MG INJECTION is given by a healthcare professional and should not be self-administered. You should use it regularly and at the same time each day to get the maximum benefit from it. Continue using it as recommended by your doctor and complete the dose even if you feel better.The most common side effects seen with this medicine include headache, high blood pressure, upper respiratory tract infection, increased liver enzymes, and nasopharyngitis (pain or irritation in the throat). Consult your doctor if any of the side effects persist or bother you. Your doctor may be able to help with ways to reduce or prevent these symptoms. You may also be more prone to infections when you are being treated with this medicine. Tell your doctor right away if you develop any symptoms of an infection like fever, cough, rash, loose stools, or flu-like symptoms.To make sure the medicine is safe for you, before taking it, let your doctor know if you have any problems with your heart, kidneys, or liver. You should also tell your doctor about all the other medicines you are taking. While on treatment with this medicine, your doctor may monitor your blood counts by taking regular blood tests to make sure the medicine is not affecting your blood counts. It is important for pregnant and breastfeeding women to ask the advice of their doctors before taking this medicine.","Headache,High blood pressure,Upper respiratory tract infection,Increased liver enzymes,Nasopharyngitis (inflammation of the throat and nasal passages)","{""drug"": [], ""brand"": [], ""effect"": []}"
All Other Antineoplastics,Veenat 400 Tablet,Imatinib mesylate (400mg),₹898.45,Natco Pharma Ltd,"Veenat 400 Tablet belongs to the class of medicines known as tyrosine kinase inhibitors. It is used in the treatment of blood cancer (chronic myeloid leukaemia and Acute lymphocytic leukemia) and gastrointestinal stromal tumor.Veenat 400 Tablet should be taken with food, but better to have it same time every day to get the most benefit. You should continue to take it as long as your doctor advises for it. The duration of treatment varies according to your need and response to treatment. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.The most common side effects of this medicine include rash, vomiting, abdominal pain and diarrhea. Other than this, water retention and swelling are commonly observed side effects. Let your doctor know if you experience unexpected rapid weight gain. Your doctor may advice for regular monitoring of blood cells and liver function while you are taking this medicine. Do not drive or do anything requiring mental focus if you experience dizziness and blurry vision.Many other medicines can affect, or be affected by, this medicine so let your healthcare team know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Abdominal pain,Diarrhea,Fatigue,Muscle cramp,Musculoskeletal (bone, muscle or joint) pain,Nausea,Rash,Vomiting","{""drug"": [""Atorvastatin"", ""Carbamazepine"", ""Fluvastatin"", ""Lovastatin""], ""brand"": ["" Etovas, Alvastatin, Atalo"", "" Antep, C Lep, Ametol"", "" Fluvalip, Lescol"", "" Elstin""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
All Other Antineoplastics,ACTEMRA 80 MG INJECTION,Tocilizumab (80mg),,Roche Products India Pvt Ltd,"ACTEMRA 80 MG INJECTION is a medicine used to treat various inflammatory conditions of the joints (rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis), skin (psoriasis), and bowel (ulcerative colitis, Crohn’s disease). It reduces swelling in these conditions by blocking TNF alpha.ACTEMRA 80 MG INJECTION is given by a healthcare professional and should not be self-administered. You should use it regularly and at the same time each day to get the maximum benefit from it. Continue using it as recommended by your doctor and complete the dose even if you feel better.The most common side effects seen with this medicine include headache, high blood pressure, upper respiratory tract infection, increased liver enzymes, and nasopharyngitis (pain or irritation in the throat). Consult your doctor if any of the side effects persist or bother you. Your doctor may be able to help with ways to reduce or prevent these symptoms. You may also be more prone to infections when you are being treated with this medicine. Tell your doctor right away if you develop any symptoms of an infection like fever, cough, rash, loose stools, or flu-like symptoms.To make sure the medicine is safe for you, before taking it, let your doctor know if you have any problems with your heart, kidneys, or liver. You should also tell your doctor about all the other medicines you are taking. While on treatment with this medicine, your doctor may monitor your blood counts by taking regular blood tests to make sure the medicine is not affecting your blood counts. It is important for pregnant and breastfeeding women to ask the advice of their doctors before taking this medicine.","Headache,High blood pressure,Upper respiratory tract infection,Increased liver enzymes,Nasopharyngitis (inflammation of the throat and nasal passages)","{""drug"": [], ""brand"": [], ""effect"": []}"
All Other Antineoplastics,Imatib 400 Tablet,Imatinib mesylate (400mg),₹1018.3,Cipla Ltd,"Imatib 400 Tablet belongs to the class of medicines known as tyrosine kinase inhibitors. It is used in the treatment of blood cancer (chronic myeloid leukaemia and Acute lymphocytic leukemia) and gastrointestinal stromal tumor.Imatib 400 Tablet should be taken with food, but better to have it same time every day to get the most benefit. You should continue to take it as long as your doctor advises for it. The duration of treatment varies according to your need and response to treatment. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.The most common side effects of this medicine include rash, vomiting, abdominal pain and diarrhea. Other than this, water retention and swelling are commonly observed side effects. Let your doctor know if you experience unexpected rapid weight gain. Your doctor may advice for regular monitoring of blood cells and liver function while you are taking this medicine. Do not drive or do anything requiring mental focus if you experience dizziness and blurry vision.Many other medicines can affect, or be affected by, this medicine so let your healthcare team know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Abdominal pain,Diarrhea,Fatigue,Muscle cramp,Musculoskeletal (bone, muscle or joint) pain,Nausea,Rash,Vomiting","{""drug"": [""Atorvastatin"", ""Carbamazepine"", ""Fluvastatin"", ""Lovastatin""], ""brand"": ["" Etovas, Alvastatin, Atalo"", "" Antep, C Lep, Ametol"", "" Fluvalip, Lescol"", "" Elstin""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
All Other Antineoplastics,Cyendiv 150mg Soft Gelatin Capsule,Nintedanib (150mg),₹22087.25,Boehringer Ingelheim,"Cyendiv 150mg Soft Gelatin Capsule is used in the treatment of idiopathic pulmonary fibrosis and non-small cell lung cancer.Cyendiv 150mg Soft Gelatin Capsule should be taken with food, but try to have it at the same time every day to get the most benefits. Your doctor will decide what dose is necessary and how often you need to take it. This will depend on what you are being treated for and may change from time to time. You should take it exactly as your doctor has advised. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.Diarrhea is a very common side effect of this medicine. You are advised to drink plenty of fluids and inform your doctor if it does not go away. Let your doctor know if you experience yellowing of eyes, severe stomach pain, fever, chills, sickness, and vomiting. Your doctor might ask you for some blood tests to check liver functioning.Before taking it, tell your doctor if have a bleeding problem, liver, or kidney problems or are taking any medicines to treat infections. Many other medicines can affect, or be affected by, this medicine so let your healthcare team know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Nausea,Abdominal pain,Abnormal liver function tests","{""drug"": [], ""brand"": [], ""effect"": []}"
All Other Antineoplastics,Myelostat 500mg Capsule,Hydroxyurea (500mg),₹117.05,Zydus Cadila,"Myelostat 500mg Capsule is used in the treatment of some kinds of cancer and to prevent painful episodes associated with sickle cell anemia. It may be also used to treat some other conditions. It is sometimes used with certain other medicines as part of combination chemotherapy.Myelostat 500mg Capsule can be taken with or without food, but try to have it at the same time every day to get the most benefits. Your doctor will decide what dose is necessary and how often you need to take it. This will depend on what you are being treated for and may change from time to time. You should take it exactly as your doctor has advised. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.The most common side effects of this medicine include nausea, vomiting, diarrhea, loss of appetite and sore mouth. This medicine may reduce the number of blood cells in your blood thereby, increasing the susceptibility to infections. Regular blood tests are required to check your blood cells along with kidney, liver and heart function during treatment with this medicine.Before taking it, tell your doctor if you have bleeding, liver, or kidney problems or are taking any medicines to treat infections. Many other medicines can affect, or be affected by, this medicine so let your doctor know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Increased bleeding tendency,Loss of appetite,Low blood platelets,Nausea,Upset stomach,Vomiting","{""drug"": [], ""brand"": [], ""effect"": []}"
All Other Antineoplastics,Imatinib 400 Tablet,Imatinib mesylate (400mg),₹2125,Sun Pharmaceutical Industries Ltd,"Imatinib 400 Tablet belongs to the class of medicines known as tyrosine kinase inhibitors. It is used in the treatment of blood cancer (chronic myeloid leukaemia and Acute lymphocytic leukemia) and gastrointestinal stromal tumor.Imatinib 400 Tablet should be taken with food, but better to have it same time every day to get the most benefit. You should continue to take it as long as your doctor advises for it. The duration of treatment varies according to your need and response to treatment. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.The most common side effects of this medicine include rash, vomiting, abdominal pain and diarrhea. Other than this, water retention and swelling are commonly observed side effects. Let your doctor know if you experience unexpected rapid weight gain. Your doctor may advice for regular monitoring of blood cells and liver function while you are taking this medicine. Do not drive or do anything requiring mental focus if you experience dizziness and blurry vision.Many other medicines can affect, or be affected by, this medicine so let your healthcare team know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Abdominal pain,Diarrhea,Fatigue,Muscle cramp,Musculoskeletal (bone, muscle or joint) pain,Nausea,Rash,Vomiting","{""drug"": [""Atorvastatin"", ""Carbamazepine"", ""Fluvastatin"", ""Lovastatin""], ""brand"": ["" Etovas, Alvastatin, Atalo"", "" Antep, C Lep, Ametol"", "" Fluvalip, Lescol"", "" Elstin""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
All Other Antineoplastics,Soranib Tablet,Sorafenib (200mg),₹1693,Cipla Ltd,"Soranib Tablet belongs to the class of medicines known as tyrosine kinase inhibitors used in the treatment of liver cancer, kidney cancer, and thyroid cancer.Soranib Tablet should be taken on an empty stomach, but try to have it at the same time every day to get the most benefits. Your doctor will decide what dose is necessary and how often you need to take it. This will depend on what you are being treated for and may change from time to time. You should take it exactly as your doctor has advised. Taking it in the wrong way or taking too much can cause very serious side effects. It may take several weeks or months for you to see or feel the benefits but do not stop taking it unless your doctor tells you to.Fatigue, nausea, loss of appetite, hair loss and diarrhea are some common side effects of this medicine. It might cause high blood pressure, so the doctor may ask you for a regular check-up of blood pressure. You must inform your doctor if you notice severe skin reaction such as skin rash, or any pain, swelling, and redness of your hands and feet.Before taking it, tell your doctor if you have heart disease, liver, or kidney problems or high blood pressure. Many other medicines can affect, or be affected by, this medicine so let your healthcare team know all medications you are using. This medicine is not recommended during pregnancy or while breastfeeding. The use of effective contraception by both males and females during treatment is important to avoid pregnancy.","Fatigue,Nausea,Loss of appetite,Diarrhea,Abdominal pain,Hair loss,Weight loss,Rash,Painful blisters on hands and feet","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Merobax 1000mg Injection,Meropenem (1000mg),₹986,Aristo Pharmaceuticals Pvt Ltd,"Merobax 1000mg Injection is an antibiotic that fights bacteria. It is used to treat severe infections of the skin, lungs, stomach, urinary tract, blood and brain (eg. meningitis). It works by killing the bacteria that cause these problems. However, it will not treat a viral infection.Merobax 1000mg Injection is commonly used to treat critically ill patients admitted to the hospital. This medicine is given by drip/infusion or by direct injection into a vein, under the supervision of a doctor or a nurse. The dose will depend on what type of infection you have, where it is in the body, and how serious it is. You should keep on taking the injection for as long as you have been prescribed, even if your symptoms quickly improve. If you stop taking it too early the infection may return or worsen.Some people may develop side effects like headache, nausea, constipation, diarrhea, anemia, vomiting, and rash. These side effects are usually temporary and go away during treatment as your body adjusts to the medicine. Consult your doctor if these side effects bother you or do not go away. Before starting treatment with this medicine, you should tell your doctor if you have epilepsy (seizures), liver or kidney problems or if you are allergic to any antibiotic. While using it, you may be advised blood tests to monitor your blood cell count and kidney function. This medicine is generally regarded as safe to use in pregnancy and breastfeeding if prescribed by your doctor.","Nausea,Vomiting,Headache,Rash,Diarrhea,Anemia (low number of red blood cells),Constipation","{""drug"": [""Sodium Valproate"", ""Valproic Acid""], ""brand"": ["" Valkid, Valprosh, Cylenc SV"", "" Develpin, Epsoval, Divazen""], ""effect"": [""SERIOUS"", ""SERIOUS""]}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Faronem 200 Tablet,Faropenem (200mg),₹439.45,Sun Pharmaceutical Industries Ltd,"Faronem 200 Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Faronem 200 Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Meromac 1gm Injection,Meropenem (1gm),₹549.1,Macleods Pharmaceuticals Pvt Ltd,"Meromac 1gm Injection is an antibiotic that fights bacteria. It is used to treat severe infections of the skin, lungs, stomach, urinary tract, blood and brain (eg. meningitis). It works by killing the bacteria that cause these problems. However, it will not treat a viral infection.Meromac 1gm Injection is commonly used to treat critically ill patients admitted to the hospital. This medicine is given by drip/infusion or by direct injection into a vein, under the supervision of a doctor or a nurse. The dose will depend on what type of infection you have, where it is in the body, and how serious it is. You should keep on taking the injection for as long as you have been prescribed, even if your symptoms quickly improve. If you stop taking it too early the infection may return or worsen.Some people may develop side effects like headache, nausea, constipation, diarrhea, anemia, vomiting, and rash. These side effects are usually temporary and go away during treatment as your body adjusts to the medicine. Consult your doctor if these side effects bother you or do not go away. Before starting treatment with this medicine, you should tell your doctor if you have epilepsy (seizures), liver or kidney problems or if you are allergic to any antibiotic. While using it, you may be advised blood tests to monitor your blood cell count and kidney function. This medicine is generally regarded as safe to use in pregnancy and breastfeeding if prescribed by your doctor.","Nausea,Vomiting,Headache,Rash,Diarrhea,Anemia (low number of red blood cells),Constipation","{""drug"": [""Sodium Valproate"", ""Valproic Acid""], ""brand"": ["" Valkid, Valprosh, Cylenc SV"", "" Develpin, Epsoval, Divazen""], ""effect"": [""SERIOUS"", ""SERIOUS""]}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Faronem ER Tablet,Faropenem (300mg),₹579.7,Sun Pharmaceutical Industries Ltd,"Faronem ER Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Faronem ER Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Farobact 200 Tablet,Faropenem (200mg),₹442.77,Cipla Ltd,"Farobact 200 Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Farobact 200 Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Duonem 300 ER Tablet,Faropenem (300mg),₹588.11,Zydus Cadila,"Duonem 300 ER Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Duonem 300 ER Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Merosure O Tablet,Faropenem (200mg),₹392.7,Alkem Laboratories Ltd,"Merosure O Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Merosure O Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Meronem 1000mg Injection,Meropenem (1000mg),₹2532.15,AstraZeneca,"Meronem 1000mg Injection is an antibiotic that fights bacteria. It is used to treat severe infections of the skin, lungs, stomach, urinary tract, blood and brain (eg. meningitis). It works by killing the bacteria that cause these problems. However, it will not treat a viral infection.Meronem 1000mg Injection is commonly used to treat critically ill patients admitted to the hospital. This medicine is given by drip/infusion or by direct injection into a vein, under the supervision of a doctor or a nurse. The dose will depend on what type of infection you have, where it is in the body, and how serious it is. You should keep on taking the injection for as long as you have been prescribed, even if your symptoms quickly improve. If you stop taking it too early the infection may return or worsen.Some people may develop side effects like headache, nausea, constipation, diarrhea, anemia, vomiting, and rash. These side effects are usually temporary and go away during treatment as your body adjusts to the medicine. Consult your doctor if these side effects bother you or do not go away. Before starting treatment with this medicine, you should tell your doctor if you have epilepsy (seizures), liver or kidney problems or if you are allergic to any antibiotic. While using it, you may be advised blood tests to monitor your blood cell count and kidney function. This medicine is generally regarded as safe to use in pregnancy and breastfeeding if prescribed by your doctor.","Nausea,Vomiting,Headache,Rash,Diarrhea,Anemia (low number of red blood cells),Constipation","{""drug"": [""Sodium Valproate"", ""Valproic Acid""], ""brand"": ["" Valkid, Valprosh, Cylenc SV"", "" Develpin, Epsoval, Divazen""], ""effect"": [""SERIOUS"", ""SERIOUS""]}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Orpenem 300mg Tablet ER,Faropenem (300mg),₹475.91,Macleods Pharmaceuticals Pvt Ltd,"Orpenem 300mg Tablet ER is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Orpenem 300mg Tablet ER may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Merosure O ER 300 Tablet,Faropenem (300mg),₹493.68,Alkem Laboratories Ltd,"Merosure O ER 300 Tablet is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Merosure O ER 300 Tablet may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Merotrol 1gm Injection,Meropenem (1gm),₹892.29,Lupin Ltd,"Merotrol 1gm Injection is an antibiotic that fights bacteria. It is used to treat severe infections of the skin, lungs, stomach, urinary tract, blood and brain (eg. meningitis). It works by killing the bacteria that cause these problems. However, it will not treat a viral infection.Merotrol 1gm Injection is commonly used to treat critically ill patients admitted to the hospital. This medicine is given by drip/infusion or by direct injection into a vein, under the supervision of a doctor or a nurse. The dose will depend on what type of infection you have, where it is in the body, and how serious it is. You should keep on taking the injection for as long as you have been prescribed, even if your symptoms quickly improve. If you stop taking it too early the infection may return or worsen.Some people may develop side effects like headache, nausea, constipation, diarrhea, anemia, vomiting, and rash. These side effects are usually temporary and go away during treatment as your body adjusts to the medicine. Consult your doctor if these side effects bother you or do not go away. Before starting treatment with this medicine, you should tell your doctor if you have epilepsy (seizures), liver or kidney problems or if you are allergic to any antibiotic. While using it, you may be advised blood tests to monitor your blood cell count and kidney function. This medicine is generally regarded as safe to use in pregnancy and breastfeeding if prescribed by your doctor.","Nausea,Vomiting,Headache,Rash,Diarrhea,Anemia (low number of red blood cells),Constipation","{""drug"": [""Sodium Valproate"", ""Valproic Acid""], ""brand"": ["" Valkid, Valprosh, Cylenc SV"", "" Develpin, Epsoval, Divazen""], ""effect"": [""SERIOUS"", ""SERIOUS""]}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Merocrit 1gm Injection,Meropenem (1gm),₹3113.55,Cipla Ltd,"Merocrit 1gm Injection is an antibiotic that fights bacteria. It is used to treat severe infections of the skin, lungs, stomach, urinary tract, blood and brain (eg. meningitis). It works by killing the bacteria that cause these problems. However, it will not treat a viral infection.Merocrit 1gm Injection is commonly used to treat critically ill patients admitted to the hospital. This medicine is given by drip/infusion or by direct injection into a vein, under the supervision of a doctor or a nurse. The dose will depend on what type of infection you have, where it is in the body, and how serious it is. You should keep on taking the injection for as long as you have been prescribed, even if your symptoms quickly improve. If you stop taking it too early the infection may return or worsen.Some people may develop side effects like headache, nausea, constipation, diarrhea, anemia, vomiting, and rash. These side effects are usually temporary and go away during treatment as your body adjusts to the medicine. Consult your doctor if these side effects bother you or do not go away. Before starting treatment with this medicine, you should tell your doctor if you have epilepsy (seizures), liver or kidney problems or if you are allergic to any antibiotic. While using it, you may be advised blood tests to monitor your blood cell count and kidney function. This medicine is generally regarded as safe to use in pregnancy and breastfeeding if prescribed by your doctor.","Nausea,Vomiting,Headache,Rash,Diarrhea,Anemia (low number of red blood cells),Constipation","{""drug"": [""Sodium Valproate"", ""Valproic Acid""], ""brand"": ["" Valkid, Valprosh, Cylenc SV"", "" Develpin, Epsoval, Divazen""], ""effect"": [""SERIOUS"", ""SERIOUS""]}"
Other Beta Lactam Antibacterials Excluding Penicillins Cephalosporins,Farobact 300mg Tablet ER,Faropenem (300mg),₹534.82,Cipla Ltd,"Farobact 300mg Tablet ER is an antibiotic medicine used in the treatment of severe bacterial infections. It is used to treat infections of the respiratory and urinary tract. It kills the causative microorganisms and cures the infection.Farobact 300mg Tablet ER may be taken with or without food. You should take it in the dose and duration as advised by your doctor. Taking it at the same time every day will help you to remember to take it. Do not stop taking it until you have finished the complete course, even when you feel better. If you stop taking this medicine too early then infection may return or worsen.The most common side effects of this medicine include rash, nausea, abdominal pain and diarrhea. These are usually mild but let your doctor know if they bother you or last more than a few days.Before using it, you should tell your doctor if you are allergic to any antibiotics or have any kidney or liver problems. You should also let your doctor know all other medicines you are taking as they may affect, or be affected by this medicine. Pregnant and breastfeeding mothers should consult their doctor before using it. Your doctor may monitor your liver function while taking this medication.","Rash,Nausea,Abdominal pain,Diarrhea","{""drug"": [], ""brand"": [], ""effect"": []}"
